Description,Assignment group,Target
unable to down load ethic module brdhdd dhwduw be nwfodmhc exurcwkm fwd unable to down load ethic module begin forward message unable to down load ethic module hi trust do well be unable to down load and get below msg do reset resolution however still same issue persist please help director of sale company indirect channels asia and,GRP_0,0
company email to private phone all please help to set up the email access to private own cell phone best,GRP_0,0
network outage india site hard down since at pm et at no backup circuit what type of outage network circuit power please specify what type of outage top cert site no yes no na when do start pm et at schedule maintenance power no yes no na company power provider power schedule maintenance network no yes no na company maint yes no provider maint ticket do site have backup circuit no yes no na backup circuit active na yes no na site contact notify phone email yes no na remote dial in na yes no na equipment reset na yes no na verified site work on backup circuit na yes no na vendor ticket global telecom verizon telecom vendor telecom vendor telecom vendor notify gsc na yes no na cert start yes no na additional diagnostic,GRP_8,13
unable to log in to ess unable to log in to ess,GRP_0,0
skype error while log in skype error while log in,GRP_0,0
vitalyst transfer crm installation vitalyst transfer crm installation,GRP_0,0
unable to access benefit tab unable to access benefit tab,GRP_0,0
laptop be very slow any dialog bog open be choppy and flicker delay laptop be very slow any dialog bog open be choppy and flicker delay,GRP_0,0
ticket update on inplant ticket update on inplant,GRP_0,0
run full production and need erp update push out for several hour summary for th will be run full production and need erp update push out for several hour,GRP_5,11
india access sw and sw go down at pm et on india access sw and sw go down at pm et on,GRP_8,13
need password reset need password reset,GRP_0,0
issue with pdf viewer on iphone for davidthd issue with pdf viewer on iphone for davidthd,GRP_0,0
engineering tool not connect to network even though vpn be connect engineering tool not connect to network even though vpn be connect,GRP_0,0
outlook crm be have issue with outlook and crm on phone and computer send from iphone good,GRP_0,0
need erp password reset for need erp password reset for,GRP_0,0
i need security for the uacyltoe hxgaycze and dev copy of crm to do some general uacyltoe hxgayczeing and training will need access to the training and development application for microsoft dynamics mikhghytr wafglhdrhjop sr manager global ethic and compliance programdntys m company inc technology way usa pa,GRP_A,15
internal user be unable to download discount price file on distributor tool company center internal user be unable to download discount price file on distributor tool company center the issue be probably related to the change make for ftp download need to fix issue aerp as this be cause lose sale external user work fine all zsdrshstrud be the price maintenance abap report for the pricing team to maintain price datum in erp erp and be go to be limit to pricing function for all price relate upload into erp however the function distributor discount report from that report don see problem to usa access also for internal user especially as the external user seem to have already access to good,GRP_A,15
unable to login to collaboration platform unable to login to collaboration platform,GRP_0,0
unable to receive email on company provide iphone unable to receive email on company provide iphone,GRP_0,0
windows password reset windows password reset,GRP_0,0
eu tool ist sehr langsadgtym ywqgrbnx jwnsyzbv eu tool ist sehr langsadgtym ywqgrbnx jwnsyzbv,GRP_24,7
request to reset microsoft online services password for request to reset microsoft online services password for,GRP_0,0
alte eq abholen alte eq abholen,GRP_24,7
probleme lan an tgeyd wu probleme lan an tgeyd wu,GRP_24,7
support r support r,GRP_24,7
username lock hello username gdthryd be lock out of computer be send this message on behalf please help quality technologist,GRP_0,0
unable to connect to lan internet unable to connect to lan internet,GRP_0,0
install collaboration platform install collaboration platform,GRP_0,0
